,job_title,company_name,company_location,work_method,role,bachelor,masters,phd,no_diploma,python,sql,nosql,java,julia,matlab,tensorflow,tableau,powerbi,qlikview,excel,cloud,work_type
633,Engenheiro de Dados Hadoop - Remoto,Capgemini,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Tempo integral
634,ANALISTA DE DADOS PL,Platos Educação,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
635,Cientista de Dados Sênior | DialogFlow,C6 Bank,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
636,Analista Power BI Sênior,Softtek,Brasil,Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
637,Remote Junior Machine Learning Engineer Jobs,Turing.com,Brasil,Remoto,Engenheiro de Dados,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Contrato
638,Engenheiro de Dados Jr.,Armac,"Barueri, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
639,Remote Data Scientist Jobs,Turing.com,"Montenegro, Rio Grande do Sul, Brasil",Remoto,Cientista de Dados,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
641,Associate Data Analyst- Customer Experience Group | Bangkok-based,Agoda,"Fortaleza, Ceará, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
642,Data Technology Consultant,Microsoft,"Paraná, Brasil",Presencial,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
644,Remote Data Scientist Jobs,Turing.com,"Montenegro, Rio Grande do Sul, Brasil",Presencial,Cientista de Dados,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,Tempo integral
645,Engenheiro de dados,UDS Tecnologia,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
646,Vagas Remotas de Engenheiro de Machine Learning,Turing.com,Brasil,Remoto,Engenheiro de Dados,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
647,Data Analytics Engineer III,Dock,Brasil,Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
648,Data Engineer (Remote position),Luxoft,Brasil,Presencial,Engenheiro de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
650,Business Analyst (Pharma/ Healthcare Segment),Tata Consultancy Services,Brasil,Híbrido,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
651,Especialista Ciência Dados,Raízen,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Meio período
652,Analista de Dados (BI) - Brasília/DF,J&T Express Brasil,"Brasília, Distrito Federal, Brasil",Presencial,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Tempo integral
654,Business Analyst - ADM (Remoto),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Presencial,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
655,Estágio em Dados,Gringo,"São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
656,ANALISTA DE DADOS BI SR (TABLEAU) – 21325,Bosch Brasil,"Campinas, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Tempo integral
657,Analista de Dados Sr,Atento Brasil,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
658,Data Specialist (contrato por prazo determinado),Yara International,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
659,Analista Customer Science Pl,banco BV,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
660,Cientista de dados,Natura,"São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
661,LiveOps Data Science - QuantumBlack Labs,"QuantumBlack, AI by McKinsey","São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
662,"Data Analyst, Trilogy (Remote) - $60,000/year USD",Crossover for Work,"Campinas, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
663,Engenheiro de Dados Big Data Python,Keyrus Brasil,São Paulo e Região,Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
664,Data Engineer,Adventures,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
665,Data Engineer,Amaris Consulting,Campinas e Região,Presencial,Engenheiro de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
666,Data Engineer - Remote - Latin America,FullStack Labs,Brasil,Remoto,Engenheiro de Dados,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
667,"Analyst (Bangkok Based, relocation provided)",Agoda,"Manaus, Amazonas, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
669,Data Analytics - Marketing,Hindiana,Brasil,Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
670,Engenheiro de dados,We Hunt,São Paulo e Região,Híbrido,Engenheiro de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,Tempo integral
671,Data Technology Consultant,Microsoft,"Rio Grande, Rio Grande do Sul, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
673,Specialist Data Engineer,Pipefy,Brasil,Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
674,Kotlin Mobile Developer - Analyst and Consultant,Accenture Brasil,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
675,Company Financials & Earnings Estimates Analyst,Bloomberg LP,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Tempo integral
677,Sr. Data Analyst (Data Scientist) LATAM,Thermo Fisher Scientific,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
679,Big Data Engineer,WhyLabs,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
681,Cientista de Dados,Portal Telemedicina,Brasil,Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,Tempo integral
682,Senior Data Scientist – Core Infrastructure,Spotify,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Tempo integral
683,Software Engineer (AI),Gupy,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Tempo integral
686,Data Specialist (temporary),Yara International,Brasil,Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,Tempo integral
688,Data Analyst,Saint Paul Escola de Negócios,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
689,Analista de dados sênior,Uze,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
690,"Analyst or Senior Analyst- Customer Marketing (Bangkok Based, relocation provided)",Agoda,São Paulo e Região,Presencial,Analista de Dados,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
