,job_title,company_name,company_location,work_method,role,bachelor,masters,phd,no_diploma,python,sql,nosql,java,julia,matlab,tensorflow,tableau,powerbi,qlikview,excel,cloud,work_type
209,Analista De Dados,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
210,Analista de Dados,Burh,"Sorocaba, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
211,Analista de Dados Júnior,i-Cherry,"Curitiba, Paraná, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
212,Trainee Recrutamento Tech,NEORIS,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
213,Analista De Dados,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
214,Analista De Dados,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
218,Business Systems Analyst Jr.,IQVIA,"São Paulo, Brasil",Presencial,Analista BI,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
220,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,São Paulo e Região,Presencial,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Meio período
221,Data Analytics Mid-Level,CI&T,Brasil,Remoto,Analista de Dados,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Meio período
222,Pessoa Engenheira de Dados,XP Inc.,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
223,Engenheiro de dados,DISYS Brasil,São Paulo e Região,Híbrido,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
225,Data Analyst - Listings,Shopee,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
226,"Marketing Analyst (Bangkok Based, relocation provided)",Agoda,São Paulo e Região,Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
227,Analista De Dados,Brasilcom,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
228,Data Analyst Specialist,Bridgestone do Brasil,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
231,"Data Analytics, Last Mile COE",Ataway,"Campinas, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
233,Analista de banco de dados,PSM COMPANY,"Brasília, Distrito Federal, Brasil",Presencial,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
234,Analista de BI,Hospital Israelita Albert Einstein,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,Tempo integral
237,Banco de Talentos - Business Intelligence,MODALGR,"Santos, São Paulo, Brasil",Presencial,Analista BI,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Meio período
238,Analista de Dados,Varejo MAIS,"Natal, Rio Grande do Norte, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
239,Analista de Dados,Hirota Food Supermercados,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
240,ANALISTA DE DADOS - CRÉDITO,Grupo Avenida,São Paulo e Região,Híbrido,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
241,Data Engineer,Corteva Agriscience,"Barueri, São Paulo, Brasil",Remoto,Engenheiro de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
242,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,"Manaus, Amazonas, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
244,Engenheiro de dados,Medway | Educação Médica,"São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
245,Analista de dados,BRNPAR Empreendimentos Imobiliários.,"Araras, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
246,Cientista de Dados Machine learning pleno,GeekHunter,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
248,S&PP Analytics Support – Sustainability Services,Accenture Brasil,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
249,Data Scientist Specialist,Gympass,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
250,Data Engineer Jr.,Peers Consulting & Technology,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Meio período
253,Data Engineer,BEES Brasil,"Campinas, São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
254,Environmental Data Analyst (Entry Level),ERM,"Porto Alegre, Rio Grande do Sul, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Tempo integral
255,Analista de Dados Sênior,Uze,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
256,Analista BI - Powercenter,Foursys,Brasil,Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
257,Data Engineer Coordinator (Marketplace Fraud Prevention),Shopee,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
259,Analista Banco de Dados Pleno,Bradesco Seguros,"Barueri, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
260,Data Engineer,Adyen,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
262,Sympla | Analista de Dados - Risco,Anywhere,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Analista de Dados,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Tempo integral
263,Analista de BI,C&A Brasil,"Barueri, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
266,Artificial Intelligence Analyst,Tata Consultancy Services,"São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Tempo integral
269,"Data Analyst, Strategic Partnerships( Bangkok based)",Agoda,São Paulo e Região,Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
270,Business Analytics,Egger e Mesquita Advogados Associados,São Paulo e Região,Presencial,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
272,Data Scientist (Fraud Prevention),"CloudWalk, Inc.","São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
273,Junior Data Scientist,4flow,"Campinas, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,Tempo integral
274,Data Analyst Business Operations,Nowports,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
275,Pessoa Engenheira de Dados | Big Data & AI,Globo,Brasil,Presencial,Cientista de Dados,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
277,Data Scientist,Peers Consulting & Technology,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Meio período
278,Alteryx Data Scientist,Data Meaning,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
279,Data Visualization Pleno,C6 Bank,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
280,Business Data Analyst - Chargeback,Shopee,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
281,Environmental Data Analyst (Entry Level),ERM,"Belo Horizonte, Minas Gerais, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Tempo integral
282,Digital Analytics,XP Inc.,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
283,Estágio em Indicadores (PowerBi e Excel) - Vaga exclusiva para mulheres,Braskem,"São Paulo, Brasil",Presencial,Cientista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
284,Pessoa Engenheira de Dados Júnior,Provi,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
285,Analista de Dados,Icaro Tech,Campinas e Região,Híbrido,Analista de Dados,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,Tempo integral
286,Analista de Dados,CTC,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
287,Cientista de Dados Junior,C6 Bank,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
288,Analista Power BI,DBC Company,Brasil,Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
289,Engenheiro de Dados PL | Open Finance,PicPay,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,Meio período
290,Business Intelligence Analyst,IQVIA,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,Tempo integral
293,TECH - DATA | Data Analytics Specialist,BTG Pactual,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,Tempo integral
295,Engenheiro de Dados Jr.,Sua Música,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
296,Data Scientist,OpenCircle,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
297,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,"Curitiba, Paraná, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
298,Monitoring Analyst,"CloudWalk, Inc.","São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Meio período
299,Cientista de Dados III | Telecine,Globo,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
301,BI Engineer,Amazon Business,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,Tempo integral
302,Banco de Talentos - Cientista de Dados,Duratex,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,Tempo integral
303,Analista De Dados | Inteligência Artificial,Unifique Telecomunicações,"Timbó, Santa Catarina, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
304,Cientista de Dados - Sênior,EY,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
305,Analista de Análise de Dados Pleno,C6 Bank,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
306,Data Analyst,Wipro,Brasil,Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
309,Engenheiro de Dados | Analytics Engineer,Trinus Co.,"Goiânia, Goiás, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
310,Analista De Dados Crm,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
312,Analista de produtos,Bradesco Seguros,"Barueri, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Contrato
313,Analista de B.I SR,Hospital Sírio-Libanês,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Tempo integral
315,Analista de Ciência de Dados,Lojas Renner S.A.,Porto Alegre e Região,Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Meio período
317,Analista de Dados (Exclusiva para pessoas com deficiência - PCD),Alice,"São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
318,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,"Salvador, Bahia, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
319,Staff Machine Learning Engineer - Freemium,Spotify,"São Paulo, São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Tempo integral
320,Consultor De Dados,Delfia,"São Paulo, São Paulo, Brasil",Híbrido,Cientista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
321,Tecnologia | Cientista de Dados e Analytics,Cielo,"Barueri, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
322,Cientista de Dados I | Inteligência e Soluções Para o Consumidor,Globo,"Rio de Janeiro, Rio de Janeiro, Brasil",Híbrido,Cientista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
324,Data Scientist - Advanced Analytics (Remoto),IBM,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,Tempo integral
325,Analista de Dados (Exclusiva para PCDs),Dasa,"São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
326,Environmental Data Analyst (Entry Level),ERM,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Tempo integral
327,ECS | Pessoa Analista de Dados Pleno,Serasa Experian,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
331,CRIPTO (MYNT) | Business Analyst,BTG Pactual,"São Paulo, São Paulo, Brasil",Remoto,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
332,Mulheres em Dados | Engenharia de Dados,Itaú Unibanco,"São Paulo, Brasil",Híbrido,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
334,Environmental Data Analyst (Entry Level),ERM,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,Tempo integral
335,Consultor De Dados,Delfia,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
336,BI Engineer,Amazon Business,"São Paulo, São Paulo, Brasil",Presencial,Engenheiro de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,Tempo integral
337,Engenheiro de Dados Sênior,Omega Energia,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
338,Analista de Arquitetura de Dados Pleno,banco BV,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Meio período
339,Analista ETL,TMF Group,"Barueri, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
340,Staff Software Engineer - Data Platform,Atlas.xyz,Brasil,Presencial,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
341,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,Belém e Região,Híbrido,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
343,TECH - DATA | Data Engineer,BTG Pactual,São Paulo e Região,Presencial,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
344,Data Engineer - Online Job,Oowlish,"São Paulo, Brasil",Presencial,Engenheiro de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
345,Analista de Dados - BI,Jadlog Logística,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
346,Especialista I Data Analytics (Canal Loja),Grupo Boticário,Brasil,Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,Tempo integral
349,Analista de Modelagem Sênior,Quod,"Barueri, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
351,Data Engineer Mid-level,CI&T,Brasil,Remoto,Engenheiro de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
352,Analista de Modelagem de Dados,Puravida,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
353,Machine Learning Dev,Capgemini,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
354,Data Scientist,Amaris Consulting,Campinas e Região,Híbrido,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
355,Vaga afirmativa para pessoas pretas (Cientistas de Dados),Marketdata,"São Paulo, Brasil",Híbrido,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
358,"Sales Specialist, Data Analytics, Small and Medium-sized Businesses",Google,"São Paulo, São Paulo, Brasil",Presencial,Analista BI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
359,Business Intelligence Analyst *W2 only* [Remote],Braintrust,São Paulo e Região,Presencial,Analista BI,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
360,Data Scientist,Clara,"São Paulo, São Paulo, Brasil",Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
361,Front Office Risk Analyst,StoneX Group Inc.,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
362,Analistas e Consultores Host,Accenture Brasil,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
364,Analista de Dados,BRASIL E XAVIER ATIVIDADES DE PSICOLOGIA LTDA,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Tempo integral
365,ANALISTA DE DADOS TELECOM - BAURU,Paschoalotto,"Bauru, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
368,"Data Analyst (Statistics/Python/BI) (Bangkok-based, relocation provided)",Agoda,"Brasília, Distrito Federal, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
369,Machine Learning Developer,unico IDtech,Brasil,Remoto,Cientista de Dados,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Tempo integral
370,Analista De Dados Crm,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
371,Analista De Dados Crm,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
373,Analista de Privacidade de Dados,AlmavivA do Brasil,"São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
374,Data/Back-End Engineer - Analytics Platform,Spotify,Brasil,Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Meio período
375,Engenheiro / Cientista de Dados,ArcelorMittal Sistemas,"Belo Horizonte, Minas Gerais, Brasil",Híbrido,Engenheiro de Dados,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Tempo integral
377,Analista De Dados Crm,Grupo Selecionar,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
378,Analista de dados,Seleção & Avaliação de Potencial,"São Sebastião do Caí, Rio Grande do Sul, Brasil",Híbrido,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
379,Analista de Dados,A3Data,"Belo Horizonte, Minas Gerais, Brasil",Presencial,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
380,Business Analyst - Vaga exclusiva para PCD,Oracle,"São Paulo, São Paulo, Brasil",Híbrido,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
381,Cientista de Dados Pleno - Sleep Tracker (Persono),ammo.varejo,Brasil,Presencial,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,Tempo integral
382,Analyst 3 | QuantDevs,XP Inc.,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
383,Cientista de dados,Grupo IOB,Brasil,Híbrido,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
384,Data Specialist - Customer Service Strategy,Gympass,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
385,Engenheiro de Dados I,V.tal,"São Paulo, São Paulo, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
386,[RH] Analista de Dados,Beep Saúde,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Tempo integral
387,Analista de Dados TI,Record TV,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Tempo integral
388,Support System Analyst,Tata Consultancy Services,"São Paulo, Brasil",Presencial,Analista de Dados,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Tempo integral
390,Pessoa Analista Consultora de Dados & Analytics,Itaú Unibanco,"São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,Tempo integral
391,"Senior Data Analyst, Partner Development – (Statistics/ML/BI) (Bangkok-based, relocation provided)",Agoda,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,Tempo integral
393,Pessoa Cientista de Dados Sênior,banQi,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Tempo integral
394,Data Tech Lead,banco BV,"São Paulo, São Paulo, Brasil",Remoto,Cientista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
395,Analista De Dados -Projetos- / Piracicaba / 1 Vaga -S- -2541585 -,AG Talentos,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
396,Cientista de Dados,Keyrus Brasil,São Paulo e Região,Remoto,Cientista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Tempo integral
397,Engenheiro de dados,Ânima Educação,Brasil,Remoto,Engenheiro de Dados,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tempo integral
398,Business Analyst,Tata Consultancy Services,"São Paulo, Brasil",Presencial,Analista BI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tempo integral
400,Analista Pleno | Foco em BI (Data Visualization),Deloitte,"São Paulo, São Paulo, Brasil",Híbrido,Analista de Dados,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Tempo integral
401,Estágio em Indicadores (PowerBi e Excel) - Vaga exclusiva para pessoas negras,Braskem,"São Paulo, Brasil",Remoto,Cientista de Dados,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
402,Analista de Dados _ Insights & Analysis,JeffreyGroup,"São Paulo, São Paulo, Brasil",Remoto,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Tempo integral
403,Data Science (Presencial - Belo Horizonte),Coodesh,"Belo Horizonte, Minas Gerais, Brasil",Híbrido,Cientista de Dados,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,Tempo integral
404,Analista de Estrategia e Prevenção a Fraude Jr.,PagBank PagSeguro,São Paulo e Região,Remoto,Analista de Dados,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,Tempo integral
406,Data Engineer - Data Modeling (Home Office),IBM,"Rio de Janeiro, Rio de Janeiro, Brasil",Remoto,Engenheiro de Dados,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,Tempo integral
408,Analista De Dados,Mercopampa Transportes,"Santa Maria, Rio Grande do Sul, Brasil",Presencial,Analista de Dados,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Tempo integral
